,Grouping,name,score,binary-artifacts,branch-protection,ci-tests,cii-best-practices,code-review,contributors,dangerous-workflow,dependency-update-tool,fuzzing,license,maintained,packaging,pinned-dependencies,sast,security-policy,signed-releases,token-permissions,vulnerabilities
194,Apache,github.com/apache/bloodhound,5.3,10,0,-1,0,0,10,10,0,0,10,0,-1,10,0,10,-1,10,10
195,Apache,github.com/apache/harmony-jdktools,5.3,10,0,-1,0,0,10,10,0,0,10,0,-1,10,0,10,-1,10,10
196,Apache,github.com/apache/hbase,6.8,10,3,6,0,8,10,10,0,0,10,10,-1,7,0,10,-1,10,10
197,Apache,github.com/apache/logging-log4j2,7.1,5,3,8,0,3,10,10,10,10,10,10,-1,7,8,10,-1,0,10
198,Apache,github.com/apache/jclouds,6.4,10,0,9,0,5,10,10,0,0,10,10,-1,7,0,10,-1,10,10
199,Apache,github.com/apache/tuscany-sdo,5.3,10,0,-1,0,0,10,10,0,0,10,0,-1,10,0,10,-1,10,10
200,Apache,github.com/apache/commons-bcel,6.6,5,3,10,0,2,10,10,10,0,10,10,-1,7,10,10,-1,0,10
201,Apache,github.com/apache/photark-mobile,5.2,9,0,-1,0,0,10,10,0,0,10,0,-1,10,0,10,-1,10,10
202,Apache,github.com/apache/jena,7.0,10,0,0,0,8,10,10,10,0,10,10,-1,2,0,10,-1,10,10
203,Apache,github.com/apache/james-jspf,5.6,10,0,4,0,5,10,10,0,0,10,0,-1,10,0,10,-1,10,10
204,Apache,github.com/apache/struts1,5.3,10,0,-1,0,0,10,10,0,0,10,0,-1,10,0,10,-1,10,10
205,Apache,github.com/apache/couchdb,7.1,10,3,10,0,10,10,10,0,0,10,10,-1,7,0,10,-1,10,10
206,Apache,github.com/apache/incubator-brooklyn-site,4.9,10,0,0,0,0,10,10,0,0,0,0,-1,10,0,10,-1,10,10
207,Apache,github.com/apache/commons-email,7.4,10,-1,-1,0,1,-1,10,10,-1,10,10,-1,7,-1,10,-1,0,10
208,Apache,github.com/apache/ant-antlibs-props,5.0,10,0,-1,0,0,10,10,0,0,0,0,-1,10,0,10,-1,10,10
209,Apache,github.com/apache/activemq,5.9,1,0,8,0,6,10,10,0,0,10,10,-1,10,0,10,-1,10,10
